respondent_id,tech_company,prev_boss,observed_mhdcoworker_bad_conseq,anonymity_protected=I don't know,anonymity_protected=No,anonymity_protected=Yes,mh_family_history=I don't know,mh_family_history=No,mh_family_history=Yes,mh_ph_boss_serious=I don't know,mh_ph_boss_serious=No,mh_ph_boss_serious=Yes,boss_mh_discuss=I don't know,boss_mh_discuss=No,boss_mh_discuss=Yes,resources=I don't know,resources=No,resources=Yes,benefits=I don't know,benefits=No,benefits=Not eligible for coverage / N/A,benefits=Yes,mh_options_known=I am not sure,mh_options_known=No,mh_options_known=Not applicable,mh_options_known=Yes,mhdcoworker_you_not_reveal=Maybe,mhdcoworker_you_not_reveal=No,mhdcoworker_you_not_reveal=No response,mhdcoworker_you_not_reveal=Not applicable,mhdcoworker_you_not_reveal=Yes,company_size_ord,remote_work_ord,ph_interview_ord,mh_interview_ord,bad_conseq_mh_boss_ord,bad_conseq_ph_boss_ord,mh_comfort_coworkers_ord,mh_comfort_supervisor_ord,friends_family_mhd_comfort__na,friends_family_mhd_comfort_ord,prev_observed_bad_conseq_mh__na,prev_observed_bad_conseq_mh_ord,bad_conseq_ph_prev_boss__na,bad_conseq_ph_prev_boss_ord,prev_resources__na,prev_resources_ord,mh_comfort_prev_coworkers__na,mh_comfort_prev_coworkers_ord,leave_easy__idk,leave_easy_ord,prev_mh_options_known__na,prev_mh_options_known_ord,ever_observed_mhd_bad_response__idk,ever_observed_mhd_bad_response__no_response,ever_observed_mhd_bad_response_ord,prev_anonymity_protected__na,prev_anonymity_protected__idk,prev_anonymity_protected_ord,bad_conseq_mh_prev_boss__na,bad_conseq_mh_prev_boss__idk,bad_conseq_mh_prev_boss_ord,mh_ph_prev_boss_serious__na,mh_ph_prev_boss_serious__idk,mh_ph_prev_boss_serious_ord,prev_boss_mh_discuss__na,prev_boss_mh_discuss__idk,prev_boss_mh_discuss_ord,mh_comfort_prev_supervisor__na,mh_comfort_prev_supervisor__idk,mh_comfort_prev_supervisor_ord,prev_benefits__na,prev_benefits__idk,prev_benefits_ord
65,1,1,1,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0,2.0,0,2.0,0,3.0,0,1.0,0,1.0,0,1.0,0,2.0,0,0,2.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
66,1,0,0,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,0,4.0,1,,1,,1,,1,,0,4.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
67,1,1,0,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,0,2.0,0,1.0,0,2.0,0,1.0,0,1.0,0,3.0,0,1.0,0,0,2.0,0,1,,0,1,,0,1,,0,0,0.0,0,0,0.0,0,1,
68,1,1,0,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0,4.0,0,1.0,0,1.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0.0,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,1.0,0,1,
69,1,1,0,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0,3.0,0,1.0,0,2.0,0,1.0,0,2.0,0,2.0,0,1.0,0,0,2.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,1,
70,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0,5.0,1,,1,,1,,1,,0,5.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
71,0,1,0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0,4.0,0,1.0,0,1.0,0,1.0,0,1.0,1,,0,1.0,0,1,,0,1,,0,1,,0,1,,0,0,0.0,0,0,0.0,0,0,0.0
72,1,1,0,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,6.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0,2.0,0,1.0,0,1.0,0,3.0,0,2.0,0,3.0,0,3.0,0,0,0.0,0,1,,0,0,1.0,0,1,,0,1,,0,1,,0,0,2.0
73,1,1,0,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,0,4.0,0,1.0,0,2.0,0,1.0,0,1.0,0,3.0,0,1.0,1,0,,0,1,,0,0,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
74,1,1,1,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,2.0,0,1.0,0,0,1.0,0,1,,0,0,1.0,0,0,1.0,0,0,0.0,0,1,,0,0,0.0
75,0,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,1.0,0,3.0,0,1.0,0,1,,0,0,2.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,0.0
76,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,4.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,0,3.0,0,2.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
77,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1,,0,2.0,0,1.0,0,3.0,0,2.0,0,5.0,0,3.0,0,0,1.0,0,1,,0,1,,0,0,2.0,0,0,2.0,0,0,1.0,0,0,2.0
78,1,1,0,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0,4.0,0,1.0,0,2.0,0,1.0,0,2.0,1,,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,1,,0,1,
79,1,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,4.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,0,2.0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,1,,0,0,0.0,0,0,1.0,0,0,0.0
80,1,1,0,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1,,0,2.0,0,2.0,0,1.0,0,1.0,0,3.0,0,1.0,0,1,,0,1,,0,0,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,
81,1,0,0,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,4.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,0,5.0,1,,1,,1,,1,,1,,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
82,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,3.0,0,3.0,0,1.0,0,0,0.0,0,1,,0,1,,0,1,,0,0,0.0,0,0,2.0,0,0,0.0
83,1,1,0,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0,4.0,0,1.0,0,2.0,0,2.0,0,1.0,0,5.0,0,2.0,0,0,0.0,0,0,2.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,1.0
84,1,0,1,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0,4.0,1,,1,,1,,1,,0,2.0,1,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
85,1,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,0,2.0,0,2.0,1,0,,0,1,,0,0,1.0,0,1,,0,0,0.0,0,0,1.0,0,0,1.0
86,1,1,0,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0,4.0,0,1.0,0,3.0,0,3.0,0,1.0,1,,0,3.0,1,0,,0,0,2.0,0,1,,0,0,0.0,0,0,0.0,0,1,,0,0,2.0
87,1,0,0,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0,2.0,1,,1,,1,,1,,0,5.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
88,1,1,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,0,5.0,0,3.0,0,0,0.0,0,1,,0,1,,0,1,,0,1,,0,0,0.0,0,0,2.0
89,1,0,0,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,6.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0,4.0,1,,1,,1,,1,,0,2.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
90,0,1,0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,4.0,0,1.0,0,2.0,0,1.0,0,2.0,1,,0,1.0,0,0,0.0,0,1,,0,1,,0,1,,0,0,0.0,0,1,,0,0,0.0
91,0,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,0,5.0,0,1.0,0,2.0,0,1.0,0,2.0,1,,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0
92,1,1,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,0,5.0,0,2.0,0,1.0,0,2.0,0,2.0,0,4.0,0,1.0,0,0,1.0,0,1,,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0
93,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0,4.0,0,1.0,0,2.0,0,1.0,0,2.0,0,3.0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,1,
94,1,1,0,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0,3.0,0,1.0,0,1.0,0,1.0,0,1.0,0,3.0,0,2.0,1,0,,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,2.0
95,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,5.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,0,5.0,0,1.0,0,1.0,0,2.0,0,2.0,0,3.0,0,2.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
96,1,1,0,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1,,0,1.0,0,2.0,0,1.0,0,1.0,0,5.0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,1,,0,0,0.0,0,1,
97,0,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,0,4.0,0,1.0,0,2.0,0,2.0,0,1.0,0,2.0,0,2.0,0,0,2.0,0,1,,0,0,2.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,1.0
98,0,1,0,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,0,4.0,0,2.0,0,2.0,0,3.0,0,2.0,0,1.0,0,3.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,,0,0,2.0,0,0,1.0,0,0,2.0
99,1,1,0,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,4.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,0,5.0,0,2.0,0,2.0,0,1.0,0,2.0,0,5.0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,1,
100,1,1,0,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0,3.0,0,1.0,0,1.0,0,1.0,0,1.0,0,4.0,0,1.0,0,0,0.0,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,1,
101,0,1,0,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,6.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0,4.0,0,1.0,0,2.0,0,1.0,0,2.0,0,1.0,0,2.0,0,0,0.0,0,1,,0,1,,0,1,,0,0,0.0,0,0,1.0,0,0,2.0
102,1,1,0,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0,1.0,0,2.0,0,2.0,0,2.0,0,1.0,0,2.0,0,2.0,0,0,1.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,1.0
103,1,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,5.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,0,4.0,0,2.0,0,1.0,0,1.0,0,2.0,0,2.0,0,1.0,0,0,1.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0
104,0,1,0,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,6.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0,3.0,0,2.0,0,1.0,0,2.0,0,1.0,1,,0,2.0,0,0,1.0,0,1,,0,1,,0,0,0.0,0,0,1.0,0,0,0.0,0,0,1.0
105,1,1,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,6.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,0,3.0,0,1.0,1,0,,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,1.0,0,1,
106,0,1,0,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,,0,1.0,0,1.0,0,2.0,0,1.0,1,,0,2.0,0,0,0.0,0,1,,0,0,1.0,0,1,,0,0,0.0,0,1,,0,0,1.0
107,1,1,0,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0,3.0,0,1.0,0,1.0,0,1.0,0,1.0,1,,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,1,,0,1,
108,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,0,4.0,0,1.0,0,1.0,0,2.0,0,3.0,0,4.0,0,3.0,0,0,0.0,0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,2.0,0,0,1.0
109,1,1,0,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,4.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0,4.0,0,1.0,0,1.0,0,2.0,0,2.0,0,2.0,0,2.0,1,0,,0,1,,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,2.0
110,1,1,0,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,4.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,0,5.0,0,2.0,0,2.0,0,2.0,0,2.0,0,4.0,0,2.0,0,0,2.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,,0,0,1.0,0,0,1.0
111,1,1,0,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0,4.0,0,2.0,0,3.0,0,2.0,0,1.0,0,1.0,0,3.0,0,0,2.0,0,0,1.0,0,0,2.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,1.0
112,1,1,0,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,1,,0,1.0,1,0,,0,1,,0,1,,0,1,,0,0,0.0,0,0,1.0,0,1,
113,1,1,0,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,5.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,0,4.0,0,1.0,0,2.0,0,1.0,0,2.0,1,,0,1.0,1,0,,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,1.0,0,1,
114,1,0,0,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0,2.0,1,,1,,1,,1,,1,,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
115,1,1,0,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,0,5.0,0,1.0,0,1.0,0,2.0,0,2.0,0,4.0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,2.0,0,0,1.0
116,1,1,1,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0,4.0,0,2.0,0,2.0,0,1.0,0,2.0,0,1.0,0,2.0,0,0,2.0,0,1,,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0
117,1,1,0,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,0,5.0,0,2.0,0,2.0,0,1.0,0,1.0,0,4.0,0,3.0,1,0,,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
118,1,1,0,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,0,5.0,0,2.0,0,1.0,0,1.0,0,2.0,0,2.0,0,2.0,0,0,2.0,0,0,1.0,0,0,1.0,0,1,,0,0,0.0,0,0,0.0,0,0,1.0
119,1,1,1,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,6.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0,4.0,0,3.0,0,2.0,0,1.0,0,1.0,0,1.0,0,1.0,0,0,1.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
120,0,1,0,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,6.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,0,5.0,0,1.0,0,1.0,0,2.0,0,2.0,0,5.0,0,3.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
121,1,1,0,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,0,4.0,0,1.0,0,1.0,0,2.0,0,2.0,1,,0,2.0,0,0,0.0,0,1,,0,1,,0,1,,0,0,1.0,0,0,1.0,0,1,
122,1,1,0,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,0,4.0,0,1.0,0,1.0,0,2.0,0,3.0,0,5.0,0,2.0,0,0,0.0,0,1,,0,0,0.0,0,0,2.0,0,0,2.0,0,0,2.0,0,0,2.0
123,1,0,0,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,4.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,0,1.0,1,,1,,1,,1,,0,4.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
124,1,1,0,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,0,3.0,0,2.0,0,2.0,0,1.0,0,2.0,0,1.0,0,1.0,1,0,,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,1.0
125,0,1,0,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,6.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,0,2.0,0,1.0,0,2.0,0,1.0,0,1.0,0,2.0,0,1.0,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,1,,0,0,0.0
126,1,1,0,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0,3.0,0,1.0,0,2.0,0,1.0,0,1.0,0,4.0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0
127,1,1,0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,0,4.0,0,1.0,0,1.0,0,2.0,0,1.0,0,5.0,0,1.0,0,0,2.0,0,1,,0,1,,0,1,,0,0,0.0,0,1,,0,1,
128,0,1,0,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0,5.0,0,1.0,0,2.0,0,1.0,0,2.0,0,2.0,0,2.0,1,0,,0,1,,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0
129,1,0,0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,4.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,0,4.0,1,,1,,1,,1,,0,4.0,1,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
130,1,1,0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,6.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,0,4.0,0,1.0,0,2.0,0,1.0,0,1.0,0,3.0,0,2.0,1,0,,0,1,,0,1,,0,0,0.0,0,1,,0,0,0.0,0,0,0.0
131,0,1,0,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,6.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,,0,1.0,0,1.0,0,1.0,0,1.0,0,5.0,0,2.0,0,0,0.0,0,1,,0,1,,0,1,,0,0,0.0,0,0,1.0,0,0,2.0
132,0,1,0,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,6.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1,,0,1.0,0,2.0,0,1.0,0,2.0,0,5.0,0,1.0,0,1,,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,0.0
133,0,1,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,6.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0,2.0,0,1.0,0,1.0,0,2.0,0,2.0,1,,0,1.0,0,0,0.0,0,1,,0,1,,0,1,,0,0,0.0,0,0,0.0,0,1,
134,0,1,0,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,6.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1,,0,1.0,0,1.0,0,2.0,0,2.0,0,4.0,0,1.0,1,0,,0,1,,0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,1,
